Namenode asks a datanode to delete blocks only if datanode is not asked to transfer a block. Namenode should send both the blocks to transfer and to delete. The problem gets worse if configured heartbeat is longer.,1
"I did a simple experiment of shooting down one node in the cluster and measure the time taken to replicate the under-replicated blocks.~30000 blocks were under replicated == ~400 / node should take 200 minutes to replicate completely given 1 minute heartbeat interval.My findings: it took around 220 minutes, which is reasonable.Bug: Replication is coupled with heartbeat. Heartbeat interval is based on how much a namenode can handle. Repliaction should be based on how much a datanode can handle.So given the default heartbeat interval of 20 seconds, we computed datanodes can handle 2 replications in that interval based on which Namenodes give 2 blocks per heartbeat to replicate.What we propose is to keep the 20second/2blocks constant and hence a datanode coming in with a heartbeat of 1 minute interval should be given 6 blocks to replicate per heartbeat. In this case instead on taking 200 minutes it should take 200/3 ~1 hour to replicate the entire node.",1
"Heapsize was set to 1G.It'll be nice if dfs client doesn't require that much memory when listing the directory.
Exception in thread ""IPC Client connection to namenode/11.11.11.111:1111"" java.lang.OutOfMemoryError: GC overhead limit exceeded
at java.util.regex.Pattern.compile(Pattern.java:846)at java.lang.String.replace(String.java:2208)at org.apache.hadoop.fs.Path.normalizePath(Path.java:147)at org.apache.hadoop.fs.Path.initialize(Path.java:137)at org.apache.hadoop.fs.Path.<init>(Path.java:126)at org.apache.hadoop.dfs.DFSFileInfo.readFields(DFSFileInfo.java:141)at org.apache.hadoop.io.ObjectWritable.readObject(ObjectWritable.java:230) at org.apache.hadoop.io.ObjectWritable.readObject(ObjectWritable.java:166)at org.apache.hadoop.io.ObjectWritable.readObject(ObjectWritable.java:214)at org.apache.hadoop.io.ObjectWritable.readFields(ObjectWritable.java:61)at org.apache.hadoop.ipc.Client$Connection.run(Client.java:273)Exception in thread ""main"" java.lang.OutOfMemoryError: GC overhead limit exceeded at java.util.Arrays.copyOfRange(Arrays.java:3209) at java.lang.String.<init>(String.java:216)at java.lang.StringBuffer.toString(StringBuffer.java:585) at java.net.URI.toString(URI.java:1907) at java.net.URI.<init>(URI.java:732)
at org.apache.hadoop.fs.Path.initialize(Path.java:137)at org.apache.hadoop.fs.Path.<init>(Path.java:126)at org.apache.hadoop.fs.Path.makeQualified(Path.java:296)at rg.apache.hadoop.dfs.DfsPath.<init>(DfsPath.java:35)a org.apache.hadoop.dfs.DistributedFileSystem.listPaths(DistributedFileSystem.java:181)at org.apache.hadoop.fs.FsShell.ls(FsShell.java:405)at org.apache.hadoop.fs.FsShell.ls(FsShell.java:423)at org.apache.hadoop.fs.FsShell.ls(FsShell.java:423)at org.apache.hadoop.fs.FsShell.ls(FsShell.java:423)
at org.apache.hadoop.fs.FsShell.ls(FsShell.java:399)at org.apache.hadoop.fs.FsShell.doall(FsShell.java:1054)at org.apache.hadoop.fs.FsShell.run(FsShell.java:1244)at org.apache.hadoop.util.ToolBase.doMain(ToolBase.java:187)at org.apache.hadoop.fs.FsShell.main(FsShell.java:1333)",1
"9/27 update: uploaded the logs, with hopefully all the bits that should be examined. If other things are needed, just let me know. Note that all the paths refer to 0.18.1. This is still an 18.0 installation using the 18.0 core jar, just installed to a non-standard location.

9/26 update: we have successfully reproduced this using Hadoop 0.18 as well. The problem happens on both our own network infrastructure as well as on an Amazon EC2 cluster running CentOS5 images. I'll be attaching the logs Raghu asked for shortly.

A job that used to run correctly on our grid (in 0.15.0) now fails. The failure occurs after the map phase is complete, and about 2/3rds of the way through the reduce phase.   This job is processing a modest amount of input data (approximately 220G)

When the error occurs the nodes hosting DataNodes have literally thousands of open socket connections on them.  The DataNode instances are holding large amounts of memory.  Sometimes the DataNodes crash or exit, other times they continue to run.

The error which gets kicked out from the application perspective is:

08/05/27 11:30:08 INFO mapred.JobClient: map 100% reduce 89%
08/05/27 11:30:41 INFO mapred.JobClient: map 100% reduce 90%
08/05/27 11:32:45 INFO mapred.JobClient: map 100% reduce 86%
08/05/27 11:32:45 INFO mapred.JobClient: Task Id :
 task_200805271056_0001_r_000007_0, Status : FAILED
java.io.IOException: Could not get block locations. Aborting...
at org.apache.hadoop.dfs.DFSClient$DFSOutputStream.processDatanode
 Error(DFSClient.java:1832)
at
 org.apache.hadoop.dfs.DFSClient$DFSOutputStream.access$1100(DFSClient.java:1487)
at
 org.apache.hadoop.dfs.DFSClient$DFSOutputStream$DataStreamer.run(DFSClient.java:1579)

I then discovered that 1 or more DataNode instances on the slave nodes
 are down (we run 1 DataNode instance per machine). The cause for at
 least some of the DataNode failures is a JVM internal error that gets
 raised due to a complete out-of-memory scenario (on a 4G, 4-way machine). 

Watching the DataNodes run, I can see them consuming more and more
 memory. For those failures for which there is a JVM traceback, I see (in
 part...NOTE 0.16.4 TRACEBACK):
#
# java.lang.OutOfMemoryError: requested 16 bytes for CHeapObj-new. Out
 of swap space?
#
# Internal Error (414C4C4F434154494F4E0E494E4C494E450E4850500017),
 pid=4246, tid=2283883408
#
# Java VM: Java HotSpot(TM) Server VM (1.6.0_02-b05 mixed mode)
# If you would like to submit a bug report, please visit:
# http://java.sun.com/webapps/bugreport/crash.jsp
#
--------------- T H R E A D ---------------
Current thread (0x8a942000): JavaThread
 ""org.apache.hadoop.dfs.DataNode$DataXceiver@3f4f44"" daemon [_thread_in_Java, id=15064]
Stack: [0x881c4000,0x88215000), sp=0x882139e0, free space=318k
Native frames: (J=compiled Java code, j=interpreted, Vv=VM code,
 C=native code)
V [libjvm.so+0x53b707]
V [libjvm.so+0x225fe1]
V [libjvm.so+0x16fdc5]
V [libjvm.so+0x22aef3]
Java frames: (J=compiled Java code, j=interpreted, Vv=VM code)
v blob 0xf4f235a7
J java.io.DataInputStream.readInt()I
j
 org.apache.hadoop.dfs.DataNode$BlockReceiver.receiveBlock(Ljava/io/DataOutputStream;Ljava/io/DataInputStream;Ljava/io/DataOutputStream;Ljava/lang/String;Lorg/a
pache/hadoop/dfs/DataNode$Throttler;I)V+126
j
 org.apache.hadoop.dfs.DataNode$DataXceiver.writeBlock(Ljava/io/DataInputStream;)V+746
j org.apache.hadoop.dfs.DataNode$DataXceiver.run()V+174
j java.lang.Thread.run()V+11
v ~StubRoutines::call_stub
--------------- P R O C E S S ---------------
Java Threads: ( => current thread )
0x0ae3f400 JavaThread ""process reaper"" daemon [_thread_blocked,
 id=26870]
0x852e6000 JavaThread
 ""org.apache.hadoop.dfs.DataNode$DataXceiver@e5dce1"" daemon [_thread_in_vm, id=26869]
0x08a1cc00 JavaThread ""PacketResponder 0 for Block
 blk_-6186975972786687394"" daemon [_thread_blocked, id=26769]
0x852e5000 JavaThread
 ""org.apache.hadoop.dfs.DataNode$DataXceiver@c40bf8"" daemon [_thread_in_native, id=26768]
0x0956e000 JavaThread ""PacketResponder 0 for Block
 blk_-2322514873363546651"" daemon [_thread_blocked, id=26767]
0x852e4400 JavaThread
 ""org.apache.hadoop.dfs.DataNode$DataXceiver@1ca61f9"" daemon [_thread_in_native, id=26766]
0x09d3a400 JavaThread ""PacketResponder 0 for Block
 blk_8926941945313450801"" daemon [_thread_blocked, id=26764]
0x852e3c00 JavaThread
 ""org.apache.hadoop.dfs.DataNode$DataXceiver@1e186d9"" daemon [_thread_in_native, id=26763]
0x0953d000 JavaThread ""PacketResponder 0 for Block
 blk_4785883052769066976"" daemon [_thread_blocked, id=26762]
0xb13a5c00 JavaThread
 ""org.apache.hadoop.dfs.DataNode$DataXceiver@13d62aa"" daemon [_thread_in_native, id=26761]

The interesting part here is that if I count the number of JavaThreads
 running org.apache.hadoop.dfs.DataNode I see 4,538 (!) in the
 traceback. The number of threads was surprising.

Other DataNodes just exit without panicking the JVM. In either failure
 mode, the last few lines of the DataNode log file is apparently
 innocuous:

2008-05-27 11:31:47,663 INFO org.apache.hadoop.dfs.DataNode: Datanode 2
 got response for connect ack from downstream datanode with
 firstbadlink as
2008-05-27 11:31:47,663 INFO org.apache.hadoop.dfs.DataNode: Datanode 2
 forwarding connect ack to upstream firstbadlink is
2008-05-27 11:31:48,268 INFO org.apache.hadoop.dfs.DataNode: Receiving
 block blk_-2241766430103062484 src: /10.2.14.10:33626 dest:
 /10.2.14.10:50010
2008-05-27 11:31:48,740 INFO org.apache.hadoop.dfs.DataNode: Receiving
 block blk_313239508245918539 src: /10.2.14.24:37836 dest:
 /10.2.14.24:50010
2008-05-27 11:31:48,740 INFO org.apache.hadoop.dfs.DataNode: Datanode 0
 forwarding connect ack to upstream firstbadlink is
2008-05-27 11:31:49,044 INFO org.apache.hadoop.dfs.DataNode: Receiving
 block blk_1684581399908730353 src: /10.2.14.16:51605 dest:
 /10.2.14.16:50010
2008-05-27 11:31:49,044 INFO org.apache.hadoop.dfs.DataNode: Datanode 0
 forwarding connect ack to upstream firstbadlink is
2008-05-27 11:31:49,509 INFO org.apache.hadoop.dfs.DataNode: Receiving
 block blk_2493969670086107736 src: /10.2.14.18:47557 dest:
 /10.2.14.18:50010
2008-05-27 11:31:49,513 INFO org.apache.hadoop.dfs.DataNode: Datanode 1
 got response for connect ack from downstream datanode with
 firstbadlink as
2008-05-27 11:31:49,513 INFO org.apache.hadoop.dfs.DataNode: Datanode 1
 forwarding connect ack to upstream firstbadlink is

Finally, the task-level output (in userlogs) doesn't reveal much
 either:

2008-05-27 11:38:30,724 INFO org.apache.hadoop.mapred.ReduceTask:
 task_200805271056_0001_r_000007_1 Need 34 map output(s)
2008-05-27 11:38:30,753 INFO org.apache.hadoop.mapred.ReduceTask:
 task_200805271056_0001_r_000007_1 done copying
 task_200805271056_0001_m_001976_0 output from worker9.
2008-05-27 11:38:31,727 INFO org.apache.hadoop.mapred.ReduceTask:
 task_200805271056_0001_r_000007_1: Got 0 new map-outputs & 0 obsolete
 map-outputs from tasktracker and 0 map-outputs from previous failures
2008-05-27 11:38:31,727 INFO org.apache.hadoop.mapred.ReduceTask:
 task_200805271056_0001_r_000007_1 Got 33 known map output location(s);
 scheduling...
2008-05-27 11:38:31,727 INFO org.apache.hadoop.mapred.ReduceTask:
 task_200805271056_0001_r_000007_1 Scheduled 1 of 33 known outputs (0 slow
 hosts and 32 dup hosts)
2008-05-27 11:38:31,727 INFO org.apache.hadoop.mapred.ReduceTask:
 task_200805271056_0001_r_000007_1 Copying task_200805271056_0001_m_001248_0
 output from worker8.
2008-05-27 11:38:31,727 INFO org.apache.hadoop.mapred.ReduceTask:
 task_200805271056_0001_r_000007_1 Need 33 map output(s)
2008-05-27 11:38:31,752 INFO org.apache.hadoop.mapred.ReduceTask:
 task_200805271056_0001_r_000007_1 done copying
 task_200805271056_0001_m_001248_0 output from worker8.
",1
"In the overall scheme of things this is probably a nit, but in the run() method of DataXceiveServer in DataNode.java the method ""data.checkDataDir()"" is called right after the socket accept. data.checkDataDir() is a sanity check that makes sure the data directory is setup properly. It is a good sanity check to do when the server is started, but it seems like a bit of a waste to do it after every socket accept. If something happens that causes the sanity check to fail, you would end up finding out about it during the processing of the request anyway.",1
Delete a directory with millions of files. This could take several minutes (observed 12 mins for 9 million files). While the operation is in progress FSNamesystem lock is held and the requests from clients are not handled until deletion completes.,1
"The DFS Web UI directory browser should paginate the list, so that directories with large no. of files in them can still be displayed in constant time (and not require too much load on the network/NN).",1
"Currently map-reduce applications (specifically file-based input-formats) use FileSystem.getFileBlockLocations to compute splits. However they are forced to call it once per file.
The downsides are multiple:
Even with a few thousand files to process the number of RPCs quickly starts getting noticeable
The current implementation of getFileBlockLocations is too slow since each call results in 'search' in the namesystem. Assuming a few thousand input files it results in that many RPCs and 'searches'.
It would be nice to have a FileSystem.getFileBlockLocations which can take in a directory, and return the block-locations for all files in that directory. We could eliminate both the per-file RPC and also the 'search' by a 'scan'.
When I tested this for terasort, a moderate job with 8000 input files the runtime halved from the current 8s to 4s. Clearly this is much more important for latency-sensitive applications...",1
"I think Hadoop needs utilities or framework to make it simpler to deal with generic asynchronous IO in Hadoop.
Example use case :
Its been a long standing problem that DataNode takes too many threads for data transfers. Each write operation takes up 2 threads at each of the datanodes and each read operation takes one irrespective of how much activity is on the sockets. The kinds of load that HDFS serves has been expanding quite fast and HDFS should handle these varied loads better. If there is a framework for non-blocking IO, read and write pipeline state machines could be implemented with async events on a fixed number of threads.
A generic utility is better since it could be used in other places like DFSClient. DFSClient currently creates 2 extra threads for each file it has open for writing.
Initially I started writing a primitive ""selector"", then tried to see if such facility already exists. Apache MINA seemed to do exactly this. My impression after looking the the interface and examples is that it does not give kind control we might prefer or need. First use case I was thinking of implementing using MINA was to replace ""response handlers"" in DataNode. The response handlers are simpler since they don't involve disk I/O. I asked on MINA user list, but looks like it can not be done, I think mainly because the sockets are already created.
Essentially what I have in mind is similar to MINA, except that read and write of the sockets is done by the event handlers. The lowest layer essentially invokes selectors, invokes event handlers on single or on multiple threads. Each event handler is is expected to do some non-blocking work. We would of course have utility handler implementations that do read, write, accept etc, that are useful for simple processing.
Sam Pullara mentioned that xSockets is more flexible. It is under GPL.
Are there other such implementations we should look at?",1
"Probably when hitting HADOOP-3810, Namenode became unresponsive. Large time spent in GC.
All dfs/dfsadmin command were timing out.
WebUI was coming up after waiting for a long time.
Maybe setting a long timeout would have made the dfsadmin command go through.
But it would be nice to have a separate queue/handler which doesn't compete with regular rpc calls.
All I wanted to do was dfsadmin -safemode enter, dfsadmin -finalizeUpgrade ...",1
"The summary is a bit of long. But the basic idea is to better utilize multiple file system partitions.
For example, in a map reduce job, if we have 100 splits local to a node, and these 100 splits spread 
across 4 file system partitions, if we allow 4 mappers running concurrently, it is better that mappers
each work on splits on different file system partitions. If in the worst case, 
all the mappers work on the splits on the same file system partition, then the other three 
file systems are not utilized at all.",1
"The name node journal records HDFS transactions. The journal can be written to multiple file systems (but not HDFS itself!) to increase the durability of the journal. The transaction has to wait for each copy to sync. If one of the file systems becomes slow, performance of HDFS is affected.
As an alternative to directly writing a remote file, the transaction could be written to another name node. The alternate node could be the secondary name node, or a read-only name node replica that provides a journal service. The idea being that receipt of the record-but not its sync to the local disk-would be good enough as a journal replica. This could provide a fast, predictable journal replica where common-mode failures are sufficiently improbable or tolerable.",1
"operation that has the potential to severely starve other clients?
The speculation is that deleting a directory with 50,000 files might starve other client for several seconds. Is that true? Is that necessary?",1
" once , to attempt to recover from machine(s) being too busy, or the block being relocated since the initial call to callGetBlockLocations(). If the second attempt to find the block based on what the namenode told DFSClient, then issue the messages and give up by throwing the exception it does today.  if (nodes == null || nodes.length == 0) {
            LOG.info(""No node available for block: "" + blockInfo);
          }
          LOG.info(""Could not obtain block "" + block.getBlock() + "" from any node:  "" + ie); On a heavily loaded node, the communication between a DFSClient can time out or fail leading DFSClient to believe the datanode is non-responsive even though the datanode is, in fact, healthy. It may run through all the retries for that datanode leading DFSClient to mark the datanode ""dead"".
This can continue as DFSClient iterates through the other datanodes for the block it is looking for, and then DFSClient will declare that it can't find any servers for that block (even though all n (where n = replication factor) datanodes are healthy (but slow) and have valid copies of the block.
It is also possible that the process running the DFSClient is too slow and misses (or times out) responses from the data node, resulting in the DFSClient believing that the datanode is dead.
Another possibility is that the block has been moved from one or more datanodes since DFSClient$DFSInputStream.chooseDataNode() found the locations of the block.
When the retries for each datanode and all datanodes are exhausted, DFSClient$DFSInputStream.chooseDataNode() issues the warning:",1
"fsck on one subdirectory.
about 50,000 files (50,000 blocks)
fsck /user/aaa 3 seconds
fsck /user/aaa -files 30 seconds
fsck /user/aaa -files -blocks -locations 90 seconds.
It depends on the network, but could it be a little faster?",1
"I just upgraded from 0.14.2 to 0.15.0, and things went very smoothly, if a little slowly.
The main reason the upgrade took so long was the block upgrades on the datanodes. Each of our datanodes has 3 drives listed for the dfs.data.dir parameter. From looking at the logs, it is fairly clear that the upgrade procedure does not attempt to upgrade all listed dfs.data.dir's in parallel.
I think even if all of your dfs.data.dir's are on the same physical device, there would still be an advantage to performing the upgrade process in parallel. The less downtime, the better: especially if it is potentially 20 minutes versus 60 minutes.",1
