ClientProtocol in MR incorrectly uses the DelegationTokenSelector in hdfs due to a wrong import. It should use the DelegationTokenSelector in mapreduce.,0
"Rumen tries to match the end of a value string through indexOf(""\""""). It does not take into account the case when an escaped '""' in the value string. This leads to the incorrect parsing the remaining key=value properties in the same line.",0
"Short description:

Enhance the org.apache.hadoop.mrunit.mapreduce.MapDriver, ReduceDriver, and MapReduceDriver unit test driver classes to contain ""setConfiguration"" and ""withConfiguration"" methods for passing in user-supplied org.apache.hadoop.conf.Configuration objects, and have those configuration objects eventually get passed on to the Context objects that are passed in to the mapper/reducer ""setup"" methods.  (Rather than passing in an empty Configuration object, as is being done now.)


Long description:

The MRUnit driver classes (i.e., MapDriver, ReduceDriver, and MapReduceDriver) ought to be enhanced to contain methods for setting a Configuration object to be used by the mapper/reducer being tested - i.e., setConfiguration() and withConfiguration().

The only way to effectively pass parameters into a mapper or reducer is by setting properties on a configuration object, which the mapper/reducer can then retrieve in their ""setup"" step, and use to customize its operation.  As a result, specific mappers/reducers may require the presence of specific configuration properties/parameters in order to function correctly (or at all).  (I am currently coding such a reducer right now.)

Testing such a mapper/reducer thus requires that the unit testing framework used provide the ability to pass in user-supplied Configuration objects to them so that they can be tested with appropriate parameter values.  However, MRUnit currently does not provide this ability.  (All mappers/reducers are always passed an empty configuration object.)  And there is not even currently any (easy) way for the end-user to fix this problem by creating a simple sub-class that supplies this functionality, as such subclasses would require a substantial reimplementation/override of several MRUnit framework classes.

I believe this something that is not too difficult to fix in the MRUnit framework code, however, and would greatly help the usability of MRUnit.


Although I don't have time to code this enhancement right now, if needed/preferred I could squeeze out some time to code up a patch for this.  If that's needed, please let me know.
",0
"Gridmix throws Exceptions (including those that come from mapreduce jobs) when there are some issues like
(1) ioPath already exists and -generate option is given
(2) when -generate option is given, ioPath (a) doesn't exist (b) exists but with wrong permissions
(3) gridmix.output.directory path already exists
(4) gridmix.min.file.size is > the size specified as option to -generate
etc.

These can be validated early and provide proper error messages to the user of gridmix.",0
"Suppose if user submit a GridMix job in a cluster. However, there are no task trackers running in the cluster, in this case the GridMix is hanging forever at JobMonitor. Please make sure to exit the job with appropriate message after specified amount of time instead of waiting forever.",0
nan,0
"Gridmix always throws an FileAlreadyExistsException even ouput directory is not available in HDFS. Actually I was launching the Gridmix in a command line for generating the data, before launching I just make sure the output directory is not available in the HDFS by deleting the folder if already exists.However, I could see output directory already exists exception every time. Please see the attached logs for more information.",0
"GridMix throws an ArithmeticException error when tasktracker count is zero. In generating data, while calculating the bytes per task tracker in getSplit method, throws an exception if tasktracker count is zero. Actually bytes are calculating by dividing the number of task trackers in the cluster. So we need to build the better exception handling for these kinds of cases. Should add a condition (count should be >0) for tasktracker count before calculating the bytes per tasktracker. 

10/08/12 08:33:34 INFO gridmix.JobSubmitter:  Job org.apache.hadoop.mapreduce.Job@18a8ce2 submission failed 
java.lang.ArithmeticException: / by zero
        at org.apache.hadoop.mapred.gridmix.GenerateData$GenDataFormat.getSplits(GenerateData.java:161)
        at org.apache.hadoop.mapred.JobClient.writeNewSplits(JobClient.java:902)
        at org.apache.hadoop.mapred.JobClient.writeSplits(JobClient.java:919)
        at org.apache.hadoop.mapred.JobClient.access$5(JobClient.java:913)
        at org.apache.hadoop.mapred.JobClient$2.run(JobClient.java:838)
        at org.apache.hadoop.mapred.JobClient$2.run(JobClient.java:1)
        at java.security.AccessController.doPrivileged(Native Method)
        at javax.security.auth.Subject.doAs(Subject.java:396)
        at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1021)
        at org.apache.hadoop.mapred.JobClient.submitJobInternal(JobClient.java:792)
        at org.apache.hadoop.mapreduce.Job.submit(Job.java:465)
        at org.apache.hadoop.mapred.gridmix.GenerateData$1.run(GenerateData.java:116)
        at org.apache.hadoop.mapred.gridmix.GenerateData$1.run(GenerateData.java:101)
        at java.security.AccessController.doPrivileged(Native Method)
        at javax.security.auth.Subject.doAs(Subject.java:396)
        at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1021)
        at org.apache.hadoop.mapred.gridmix.GenerateData.call(GenerateData.java:101)
        at org.apache.hadoop.mapred.gridmix.GenerateData.call(GenerateData.java:57)
        at org.apache.hadoop.mapred.gridmix.JobSubmitter$SubmitTask.run(JobSubmitter.java:106)
        at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
        at java.lang.Thread.run(Thread.java:619)
",0
"Exceptions are thrown while computing splits near the end of file - typically when the number of bytes read is smaller than RECORD_LENGTH

10/08/17 22:44:17 WARN conf.Configuration: mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id
10/08/17 22:44:17 INFO input.FileInputFormat: Total input paths to process : 1
Spent 19ms computing base-splits.
Spent 2ms computing TeraScheduler splits.
Computing input splits took 22ms
Sampling 1 splits of 1
Got an exception while reading splits java.io.EOFException: read past eof
        at org.apache.hadoop.examples.terasort.TeraInputFormat$TeraRecordReader.nextKeyValue(TeraInputFormat.java:267)
        at org.apache.hadoop.examples.terasort.TeraInputFormat$1.run(TeraInputFormat.java:181)

TeraInoutFormat I believe assumes the file sizes are exact multiples of RECORD_LENGTH

",0
"CombineFileInputFormat.getSplits creates splits with duplicate locations. It adds locations of the files in the split to an ArrayList; if all the files are on same location, the location is added again and again. Instead, it should add it to a Set instead of List to avoid duplicates.",0
"Trunk compilation fails with following errors:
    [javac] /home/amarsri/workspace/trunk/src/test/mapred/org/apache/hadoop/mapred/TestSubmitJob.java:267: getListing(java.lang.String,byte[],boolean) in org.apache.hadoop.hdfs.protocol.ClientProtocol cannot be applied to (java.lang.String,byte[])
    [javac]         client.getListing(
    [javac]               ^
    [javac] /home/amarsri/workspace/trunk/src/test/mapred/org/apache/hadoop/mapred/TestSubmitJob.java:281: getListing(java.lang.String,byte[],boolean) in org.apache.hadoop.hdfs.protocol.ClientProtocol cannot be applied to (java.lang.String,byte[])
    [javac]         client.getListing(
    [javac]               ^

This is due to commit of HDFS-202",0
TestDFSIO's read test may read less bytes than specified when reading large files.,0
"When DistributedRaidFileSystem.close() is called, it does not remove itself from the FileSystem cache, but it does close the underlying filesystem, e.g. DFS.

Because the DRFS with the closed DFS is still in the cache, calling FileSystem.get() returns a stale DRFS that throws 'filesystem closed' exceptions.",0
